name,category,manufacturer,supplier,unit,pack_size,hsn_code,gst_rate,batch_no,purchase_price,sale_price,mrp_price,quantity,reorder_level,expiry_date
"T LAC TAB 10,S",,INDOCO REMEDIES LTD.,,,,30049099,12,,54.93,,76.9,,,
TOPICURE ++SPRAY 100ML,,INDOCO REMEDIES LTD.,,,,3004,12,,89.2,,120,,,
TUSPEL PX SYP 100ML,,INDOCO REMEDIES LTD.,,,,3004,12,,16.39,,22.95,,,
XENADOM 500MG 10,,INDOCO REMEDIES LTD.,,,,29309040,12,,80.71,,113,,,
XEROFAST TH 10S,,INDOCO REMEDIES LTD.,,,,3004,12,,138.86,,194.4,,,
ZILENTA TAB 10S,,INDOCO REMEDIES LTD.,,,,3004,12,,77.71,,108.8,,,
BACLOF STRAWBERRY 200ML 200ML,,INTERMED.,,,,3004,12,,288.76,,379,,,
DEPIG CREAM 25 GM,,INTERMED.,,,,3004,12,,50,,70,,,
DEPIG F OIN 25 GM,,INTERMED.,,,,3004,12,,53.57,,75,,,
DEPIG-TM OINT 15GM,,INTERMED.,,,,3004,12,,96.43,,135,,,
"EYETAMIN GOLD CAP 10,S",,INTERMED.,,,,2936,18,,207.46,,306,,,
GABAPIN NT 300 15S,,INTERMED.,,,,3004,12,,200,,280,,,
LE FERITAS 10CAP 10S,,INTERMED.,,,,29309040,12,,138.31,,204,,,
LETHYROX 12.5 MG 1,,INTERMED.,,,,3004,12,,48.72,,68.21,,,
LETHYROX 125 MG 120TAB,,INTERMED.,,,,3004,12,,162.24,,227.14,,,
VELTAM 0.2 10S,,INTERMED.,,,,3004,12,,51.43,,72,,,
CYCLISIS PF EYE DROPS 5ML,,INTUS PHARMACEUTICALS LTD.,,,,30022013,5,,422.86,,555,,,
"ABAXIS 5MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,149.29,,209,,,
AMITONE 10 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,11.56,,16.19,,,
AMPOXIN 500 MG INJ 5ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,24,,33.6,,,
ANGLIT 2.6 TAB 30,,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,122.09,,170.93,,,
APDROPS LP EYE DROP 5ML,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,177.86,,249,,,
APP UP PLUS 100ML,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,21.32,,78,,,
APP UP PLUS 200ML,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,29.55,,150,,,
ASPRITO 2 MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,35.71,,50,,,
B PROTIN MF 200G,,INTUS PHARMACEUTICALS LTD.,,,,3005,18,,206.8,,305,,,
"B.D.SYRINGES 1,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,71.18,,103,,,
BACLOF LIQUID 100ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,288.76,,379,,,
"BACLOF OD 20MG 15,S",,INTUS PHARMACEUTICALS LTD.,,,,30022013,5,,195.38,,256.41,,,
"BRISCAL D3 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,107.14,,150,,,
CALINTA D3 15S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,120.71,,169,,,
CALINTA FRAC 15S,,INTUS PHARMACEUTICALS LTD.,,,,2923,18,,327,,483,,,
CALINTA KIT TAB 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,420.36,,588.5,,,
CARCA 3.125MG 15,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,53.75,,75.25,,,
CEFTAS 100 TAB 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,59.29,,83,,,
CEFTAS 200 TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,75.65,,105.91,,,
CEFTAS 400 10S TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,176.72,,247.41,,,
CEFTAS AZ 250MG 10'S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,170,,238,,,
CEFTAS CV 200 TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,272.86,,382,,,
CEFTAS O TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,142.86,,200,,,
CEFTAS-CL 200 TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,137.14,,192,,,
"CEROXITUM 500MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,130.67,,576.02,,,
CETADOM TAB 10'S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,48.57,,68,,,
CHAPTEX CREAM 10GM,,INTUS PHARMACEUTICALS LTD.,,,,30040,18,,105.37,,136,,,
"CHYMOTAS FORTE TAB 20,S",,INTUS PHARMACEUTICALS LTD.,,,,30042099,12,,40.22,,471,,,
CIPLAR LA 20 15,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,40.53,,56.74,,,
CLAVIX 75 MG 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,76.52,,99.39,,,
CLAVIX AS 75 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,38.57,,54,,,
CLOBA 10 MG 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,78.72,,118.21,,,
CLOBA 5MG 15TAB,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,68.64,,96.1,,,
"CLOBA MT 10MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,78.72,,110,,,
CLOBA SUS 120ML 120ML,,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,322.15,,451,,,
"CLONIL 0.5MG 15,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,75.96,,106.34,,,
CONTIFLO ICON 0.4 10S,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,113.57,,159,,,
CORUS TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,18,,77.97,,115,,,
CYCLISIS PF EYE DROPS 5ML,,INTUS PHARMACEUTICALS LTD.,,,,30022013,5,,422.86,,555,,,
"DEJAC T TAB 4,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,246.43,,345,,,
DEPAXIL CR PLUS 25 10,,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,179.29,,251,,,
DEPRAN 10MG TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,124.29,,174,,,
DEPRAN 5 TAB 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,134.29,,188,,,
"DEPRAN H 15,S",,INTUS PHARMACEUTICALS LTD.,,,,30042099,12,,185,,259,,,
DEPRAN-L TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,88.93,,124.5,,,
"DERITAS 7.5 10,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,377.14,,528,,,
"DEZAC T 4,S",,INTUS PHARMACEUTICALS LTD.,,,,33049029,12,,246.43,,345,,,
DIVAA SOLUTION 500 100ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,142.5,,199.5,,,
"DUVANTA 20MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,98.21,,137.5,,,
"DUVENTA 30 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,130,,181.5,,,
DUVENTA NP 40 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,157.86,,221,,,
EARWEL DROPS 1,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,53.58,,75,,,
ECOMOIST ULTRA 10ML,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,397.5,,556.5,,,
"ECOTAS BV 10,S",,INTUS PHARMACEUTICALS LTD.,,,,2936,18,,380.34,,561,,,
ECOTEARS EYE DROPS 1,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,94.08,,131.7,,,
"ELMUSIL-100MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,2.97,,24,,,
EMBETA XR 25 30S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,100.8,,141.12,,,
EMODEL LOTION 125ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,153.57,,215,,,
ESPIN 1.25 10S,,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,16.07,,22.5,,,
ESPIN 2.5 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,31.07,,43.5,,,
ESPIN 5 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,36.43,,51,,,
ESPIN AT 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,36.43,,51,,,
ESPIN H TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,31.07,,43.5,,,
ESPRA 40MG 10,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,64.4,,90.15,,,
ETILAAM 0.25MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,18.93,,26.5,,,
ETILAM PRO 40MG 10,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,75.72,,106,,,
ETILAMPRO 20MG 10,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,107.14,,150,,,
FCN-200MG 2TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,11.44,,39.09,,,
FELICITA OD 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,206.74,,289.44,,,
FLOSLO 5 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,237.14,,332,,,
FLUNIL SYS 100ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,77.86,,109,,,
FOLIFAST LIQUID 1,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,213.57,,299,,,
FOLISURGE 75 1PFS,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,937.5,,2233,,,
"FOSTERA 5MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,87.14,,122,,,
GABAPIN NT 100 10'S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,357.14,,500,,,
GABAPIN 100 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,106.79,,149.5,,,
GABAPIN 300 MG 10 CAP,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,298.93,,418.5,,,
"GABAPIN ME 300 15,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,255,,357,,,
GABAPIN ME TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,240.71,,337,,,
"GABAPIN NT 200MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,204.64,,286.5,,,
GABAPIN NT 400MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,357,,500,,,
GFLOTAS D EYE DROP 15,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,21.61,,30.25,,,
GLYCOLATE 1 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,45.49,,60.65,,,
"GLYCOLATE 1 TAB 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,76.07,,106.5,,,
GOLBI 150MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,5,,284.38,,373.25,,,
"GOLBI 300MG TAB 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30022013,5,,540.95,,710,,,
GOLBI SR 450 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,5,,540.19,,709,,,
HIFENAC D TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,95.54,,133.75,,,
HIFENAC GEL 30G,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,57.86,,81,,,
"HIFENAC MAX TAB 10,S",,INTUS PHARMACEUTICALS LTD.,,,,33049029,12,,202.53,,283.5,,,
HIFENAC MR TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,72.86,,102,,,
HIFENAC P TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,81.43,,114,,,
"HIFENAC SP TAB 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,95.54,,133.75,,,
HIFENAC SR TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,45,,63,,,
HIFENAC TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,28.57,,40,,,
"HIFENAC TH OD 5,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,149.39,,209.15,,,
HIFENAC-SPAS TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,112.86,,158,,,
HIFENAC-TH 4 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,185.73,,260,,,
HIFENAC-TH 8 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,265.72,,372,,,
HYDRILLA CREAM 1PH,,INTUS PHARMACEUTICALS LTD.,,,,2923,18,,219.66,,324,,,
HYOCIMAX MF 10,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,105.21,,147.3,,,
IGNALIS MP1000 10.S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,145.36,,203.5,,,
"INTAFOL D 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,183.57,,257,,,
ITASPOR 100 15MG,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,123.34,,172.68,,,
"ITASPOR 200MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,176.96,,247.74,,,
"Intagesic mr 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,33.26,,113,,,
"JUSLINA-D5/10 TAB 10,S",,INTUS PHARMACEUTICALS LTD.,,,,2202,12,,92.79,,129.9,,,
KID DHA DROP 30ML,,INTUS PHARMACEUTICALS LTD.,,,,30040,18,,202.74,,299,,,
"LACOTIDE 50MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,71.07,,99.5,,,
LACTOMED 200ML 200ML,,INTUS PHARMACEUTICALS LTD.,,,,2923,18,,98,,259,,,
LAN 30MG CAP 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,64.29,,90,,,
LANZOL JUNIOR 15MG TAB 15TA,,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,140.57,,196.8,,,
LAXIKEM PLUS 170 170ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,61.81,,140,,,
"LEVERA 250 MG 15,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,75.6,,105.84,,,
LEVERA 500 MG. 10 TAB.,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,155.76,,218.06,,,
LEVERA 750 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,131.92,,184.69,,,
LEVERA SOLO 200ML 200ML,,INTUS PHARMACEUTICALS LTD.,,,,2202,12,,629.06,,880.68,,,
LEVORAD 500 10'S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,155.75,,218.06,,,
"LINERO DM500 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,149.29,,209,,,
"LIPICURE 10MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,79.05,,110.66,,,
"LIPICURE CV 20 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,173.57,,243,,,
LIVOTAS 5 LTR 5LTR,,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,687,,1000,,,
LOOZ 500ML 500ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,492,,645.75,,,
LOOZ SYP 150 ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,5,,236.16,,309.96,,,
LOOZE FIBRE 90GM,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,147.86,,207,,,
LOPEZ MD2 10,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,22.88,,32.03,,,
"LUCOTAS FX 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,167.86,,235,,,
LUKOTAS FX 10S,,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,150.21,,211,,,
"LUKOTAS HD 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,167.86,,235,,,
LULIBET 15GM 15GM,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,107.14,,150,,,
LULIBET CREAM 30GM,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,200,,280,,,
MEDFOR 500 SRTAB 10,,INTUS PHARMACEUTICALS LTD.,,,,30042099,12,,13.11,,18.35,,,
"MEGAMENTIN 625MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,57.14,,204.95,,,
MILDY SHAMPOO 100ML,,INTUS PHARMACEUTICALS LTD.,,,,3401,18,,111.25,,178,,,
"MIRNITE 7.5MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,78.93,,110.5,,,
MONIT-20MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,36.96,,51.74,,,
MONTAS L (JENERIC) 10TAB,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,14.25,,195,,,
MONTICOPE SY 60ML 60ML,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,66.79,,93.5,,,
MORR 5% SOLU 60ML,,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,553.57,,775,,,
MOZA MPS 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,42.73,,55.5,,,
MR.INJECT 5ML 1 PC,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,1.66,,12,,,
NAILROX CREM30G 30GM,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,121.43,,170,,,
NAPRA D 500MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,83.93,,117.5,,,
"NEERI 30TAB 30,S",,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,145.3,,206,,,
NEOPRIDE TOTAL 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,349.64,,489.5,,,
NEOSPORIN ANTIBIOTIC OINTMENT 10MG,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,94,,131.6,,,
NEOSPORIN ROWDER 10MG,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,74.25,,103.95,,,
NIFTAS TAB 1*10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,90.81,,127.12,,,
NIMID P BOLUS 4S,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,14,,60,,,
NU EYE TAB 15S,,INTUS PHARMACEUTICALS LTD.,,,,3004,18,,146.44,,216,,,
OLAY 10MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,59.29,,91,,,
OLIMELT 10 MG 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,72.5,,101.5,,,
OLIMELT 20 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,105.71,,148,,,
OLIMELT 5 10S,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,39.23,,55,,,
OLIZA 10MG TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,46.43,,65,,,
"OMEY 20MG 20,S",,INTUS PHARMACEUTICALS LTD.,,,,30042099,12,,14.96,,64.29,,,
OTRIVIN OXY FAST RELIEF ADUIT 10ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,87.16,,117.13,,,
PANTIUM 40 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,88.93,,124.5,,,
PANTIUM DSR 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,126.45,,177,,,
PEXEP 20 MG 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,132.86,,186,,,
"PEXEP CR 12.5MG 15,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,258,,361.2,,,
"PEXEP CR 37.5MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,278.57,,390,,,
POTRATE MB 6(L) 450ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,335.36,,469.5,,,
POTRATE(SF)SYP 200 ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,150,,210,,,
POTRATE-M SYP 200ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,77.14,,108,,,
POTRATE-MB6 SYP 200ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,191.61,,268.25,,,
POTRATE-MB6 TAB 10,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,174.27,,244,,,
PREGABID 75 10'S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,167.86,,235,,,
PREGABID MNT 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,201.07,,281.5,,,
PRELIN MNT 10TAB,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,201.07,,281.5,,,
PROHANCE VANILLA 400MG 11,,INTUS PHARMACEUTICALS LTD.,,,,30040,18,,484.75,,650,,,
QUIKHALE FB 400 INHA 1PHA,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,352.98,,494.17,,,
"QUTAN 25MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,51.74,,72.5,,,
RABIUM 20 TAB 15S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,110.01,,154,,,
RABIUM DSR TAB. 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,165.72,,232,,,
"REBOZEN DSR 10,S",,INTUS PHARMACEUTICALS LTD.,,,,2202,12,,17,,90,,,
REJUNEX CD3 10S,,INTUS PHARMACEUTICALS LTD.,,,,2106,12,,190,,266,,,
"REXIPRA 10 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,72,,100.8,,,
REXIPRA FX 5 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,42.86,,60,,,
REXIPRA LITE 225M,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,127.14,,178,,,
REXIPRA LS 15,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,102.14,,143,,,
"REXIPRA PLUS 15,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,122.14,,171,,,
REXIPRA-5 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,34.32,,48.05,,,
RISDONE LIQ 60ML 60ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,106.03,,148.44,,,
RISDONE LS 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,66.79,,93.5,,,
RISDONE MT 0.5MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,26.25,,36.75,,,
ROV H POWER LIQ 60ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,0,,74.18,,110,,,
SARTEL BETA 25 15TAB,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,193.93,,271.5,,,
SARTEL C 40MG 10,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,132.5,,185.5,,,
"SARTEL H 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,196.43,,275,,,
SELGIN TAB 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,61.07,,85.5,,,
SILOTIME D CAP 15S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,562.42,,786.5,,,
SILOTIME-8 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,403.57,,565,,,
SITARA DM1000 10,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,173.25,,242.55,,,
"SITARA M 100/1000 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,116.79,,163.5,,,
"SITARA M 100/500 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,113.57,,159,,,
SITARA M50/1000 10S,,INTUS PHARMACEUTICALS LTD.,,,,33049029,12,,75,,105,,,
SOLTUS OD 300 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,232.14,,325,,,
"SPENZO O.5 MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,32.15,,45,,,
"SPINFREE TAB 15,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,165,,231,,,
"SUMINAT 25MG 1,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,26,,36.4,,,
TAGON 20mg tab 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,132.96,,186.14,,,
"TAGON M FORTE 15,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,197.14,,276,,,
TAGON M TAB 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,187.5,,262.5,,,
TEBINA 30GM 30GM,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,112.93,,158.1,,,
"TENIPRIDE M20/500 15,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,167.86,,235,,,
TENIVA 20MG 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,77.14,,108,,,
TENIVA M FORT 15TAB,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,317.14,,444,,,
"TENIVA M TAB 15,S",,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,250,,350,,,
"TODAY 5,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,31.76,,45,,,
TOFATAS OINMENT 15GM,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,571.41,,800,,,
"TOLPERITAS 150MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,108.93,,152.5,,,
"TOLPERITAS D TAB 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,188.04,,263.25,,,
TOLPRETAS SR 450 010,,INTUS PHARMACEUTICALS LTD.,,,,3003,12,,337.86,,473,,,
"TOPAZ 25 MG 15,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,82.86,,116,,,
TRUGUT-S-2212-3-O 12PC,,INTUS PHARMACEUTICALS LTD.,,,,2202,12,,47,,123,,,
TRUZAP SHAMPOO 100ML,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,250,,350,,,
UTIOF 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,18,,290.85,,429,,,
VALPROL CR500 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,111.36,,155.9,,,
VALPROL SY 200ML 200ML,,INTUS PHARMACEUTICALS LTD.,,,,3001,12,,105.6,,147.84,,,
VALPROL SYP 100ML,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,41.52,,58.13,,,
"VANTAXA 20MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,221.43,,310,,,
"VELFU TAB 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,109.29,,153,,,
VELTAM 0.4 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,160.71,,225,,,
VELTAM 0.4MG 15TAB,,INTUS PHARMACEUTICALS LTD.,,,,29309040,12,,147.14,,206,,,
"VELTAM DFZ CAP 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,495,,693,,,
VELTAM F 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,202.86,,284,,,
VELTAM PLUS 10*10,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,409.28,,573,,,
YOGUT CAP 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,93.57,,131,,,
ZAPIZ 0.25 10S,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,55.19,,77.28,,,
ZAPIZ 0.5 MG 10 TAB,,INTUS PHARMACEUTICALS LTD.,,,,3004,12,,56.16,,78.62,,,
"ZAPIZ 1 MG 10,S",,INTUS PHARMACEUTICALS LTD.,,,,30049099,12,,57.18,,80.05,,,
