name,category,manufacturer,supplier,unit,pack_size,hsn_code,gst_rate,batch_no,purchase_price,sale_price,mrp_price,quantity,reorder_level,expiry_date
RENICOL DROP 5ML,,,,,,3004,12,,21.71,,30.4,0,,
RENICOL OINT. 5GM,,,,,,3004,12,,11.93,,15.46,0,,
RENIDEX DROP 5ML,,,,,,3004,12,,7.31,,9.74,0,,
SCABANCA 2% LOTION 100 ML,,,,,,3004,12,,52.14,,73,0,,
TOPIN EYE DROP. 3 ML,,,,,,3004,12,,12.52,,15.65,0,,
TYMPALIN C DROP 5 ML,,,,,,3004,12,,42.75,,59.85,0,,
VALCAMOX LB 625 6S,,,,,,30049099,12,,142.58,,199.6,0,,
ZENGAT DROP 5 ML,,,,,,3004,12,,30.64,,42.9,0,,
CANROLFIN CREAM 15GM,,,,,,30049099,12,,106.07,,165,0,,
EKRAN AQUA GEL 50GM,,,,,,3304,18,,257.63,,380,0,,
EKRAN LOTION 50GM,,,,,,3004,12,,154.29,,240,0,,
EKRAN SOFT SILICON 50GM,,,,,,4046,18,,360,,590,0,,
EKRAN-70 50GM,,,,,,3004,12,,282.97,,450,0,,
EPISERT CREAM 10GM,,,,,,3004,12,,73.93,,115,0,,
EPISERT CREAM 20GM,,,,,,3004,12,,122.14,,190,0,,
EXTEND CAPS 10S,,,,,,3004,12,,81.64,,127,0,,
EXTEND FORTE 10S,,,,,,3004,12,,89.14,,130,0,,
EXTEND HAIR 10S,,,,,,3004,12,,115.07,,179,0,,
HERPIVAL 500 3S,,,,,,3004,12,,76.5,,119,0,,
IMXIA XL SERUM 30ML,,,,,,3004,12,,365.63,,650,0,,
IMXIA-10 60ML,,,,,,3004,12,,479.31,,699,0,,
IMXIA-5% 60ML,,,,,,3004,12,,379.28,,590,0,,
KENZ CREAM 30GM,,,,,,3004,12,,106.07,,165,0,,
KENZ LOTION 60ML,,,,,,3004,12,,122.14,,190,0,,
KENZ SOAP 75GM,,,,,,3401,18,,71.39,,117,0,,
KENZ TAB 10S,,,,,,3004,12,,109.29,,170,0,,
KENZ-SAL LOTION 60ML,,,,,,3004,12,,134.36,,209,0,,
"KLFLAM R CAP 10,S",,,,,,30049099,12,,85,,119,0,,
KLIN SOAP 75GM,,,,,,3401,18,,65.29,,107,0,,
KLM C-20 SERUM 20ML,,,,,,30040,18,,701.69,,1150,0,,
KLM KLIN SOAP 75,,,,,,3003,18,,100.34,,148,0,,
KLM KLIN SOAP 75G 75GM,,,,,,3003,18,,100.34,,148,0,,
KLMKLIN AHA FOAMING 100GM,,,,,,3402,18,,131.19,,215,0,,
KLMKLIN FACE WASH 100GM,,,,,,3402,18,,189.83,,280,0,,
KLMKLIN FACE WASH 50GM,,,,,,3402,18,,88.47,,145,0,,
KLMKLIN-AHA FOAMING 50GM,,,,,,30040,18,,88.47,,145,0,,
KOJITIN GEL 15GM,,,,,,30040,18,,143.39,,235,0,,
LULIZOL CREAM 20GM,,,,,,3004,12,,164.25,,255.5,0,,
LULIZOL CREAM 30GM,,,,,,3004,12,,208.93,,325,0,,
LULIZOL LOTION 20ML,,,,,,3004,12,,176.79,,275,0,,
LULIZOLE CREAM 10GM 10GM,,,,,,3004,12,,99.96,,155.5,0,,
MELAPIK EVERNEW 20GM,,,,,,3004,12,,85.71,,125,0,,
MELAPIK PLUS CREAM 20GM,,,,,,3004,12,,113.14,,165,0,,
MFSONE CREAM 30GM,,,,,,3004,12,,100.93,,157,0,,
MFSUDIF CREAM 10GM,,,,,,3004,12,,106.07,,165,0,,
NEVLON CALOE LOTION 100ML,,,,,,33049930,18,,131.19,,215,0,,
NEVLON CREAM 100GM,,,,,,30043200,12,,138.21,,215,0,,
NEVLON LOTION 100ML,,,,,,30042099,12,,138.21,,215,0,,
NEVLON SOAP 75GM,,,,,,3401,18,,70.17,,115,0,,
NEVLON-BABY;SOAP 75GM,,,,,,3004,18,,66.03,,105,0,,
NEVLON-GLO SYNDET BAR 75GM,,,,,,3401,18,,97.63,,160,0,,
NIOCLEAN GEL 20GM,,,,,,3004,12,,78.43,,122,0,,
NIOCLEAN-AD GEL 15GM,,,,,,3004,12,,93.21,,145,0,,
NIOFINE DUSTING POWDER 50GM,,,,,,3004,12,,109.71,,160,0,,
NIOFINE TAB 7S,,,,,,3004,12,,85.71,,125,0,,
NIOGENTA F CREAM 20GM,,,,,,3004,12,,120,,175,0,,
NIOGLOW FOAMING FACE WASH 60ML,,,,,,30040,18,,192.2,,315,0,,
NIOSALIC OINT 20GM,,,,,,3004,12,,70.71,,110,0,,
NIOSALIC-6 OINT 20GM,,,,,,3004,12,,117.86,,165,0,,
NIOSOL OINT 30GM,,,,,,3004,12,,88.07,,137,0,,
NIOSOL-F CREAM 10GM,,,,,,3004,12,,103.57,,145,0,,
ONITRAZ CAP 10S,,,,,,3004,12,,125.36,,195,0,,
ONITRAZ FORTE 10S,,,,,,3004,12,,176.79,,247.5,0,,
ONITRAZ SB 130 10S,,,,,,3004,12,,164.28,,230,0,,
RESOTEN 10MG 10S,,,,,,3004,12,,83.66,,122,0,,
RESOTEN 20MG 10S,,,,,,3004,12,,112.5,,175,0,,
SUDIF CREME 10GM,,,,,,3004,12,,66.1,,95.8,0,,
TECUM 0.03% OINT 10GM,,,,,,3004,12,,124.28,,174,0,,
TECUM 0.1% OINTMENT 10GM,,,,,,3004,12,,264.28,,370,0,,
TRUNEX MS GEL 15GM,,,,,,33049029,12,,106.07,,165,0,,
TYROLITE CR CREAM 10GM,,,,,,3304,18,,237.97,,390,0,,
XEROLENE CREAM 50GM,,,,,,3304,18,,216.61,,355,0,,
ZYDIP LOTION 100ML,,,,,,3004,12,,176.42,,247,0,,
ZYDIP LOTION 50ML,,,,,,3004,12,,93.21,,145,0,,
ZYDIP-C CREME 20GM,,,,,,3004,12,,67.5,,105,0,,
ZYDIP-C LOTION 30ML,,,,,,3004,12,,73.93,,115,0,,
DESOSOFT CREAM 10GM,,,,,,3004,12,,63.64,,99,0,,
DESOSOFT LOTION 30ML,,,,,,3004,12,,83.57,,130,0,,
EVAKLIN MEDICATED WASH 100ML,,,,,,3004,12,,109.29,,170,0,,
KLCLAV KID SY 30ML,,,,,,3004,12,,82.93,,129,0,,
KLM D3 NANO DROP 15ML,,,,,,3004,12,,82.14,,115,0,,
MUPISOFT OINT 5GM,,,,,,3004,12,,63.64,,99,0,,
SACCTIK PLUS 5ML,,,,,,3004,12,,138.86,,216,0,,
SACCTIK SACHET .84GM,,,,,,3004,12,,74.25,,115.5,0,,
SOFIBAR SYNDET BAR 75GM,,,,,,3401,18,,84.81,,139,0,,
SOFIDEW BABY MASSAGE OIL 100ML,,,,,,3305,18,,91.53,,150,0,,
SOFIDEW BABY MOIS.LOTION 100ML,,,,,,30040,18,,143.39,,235,0,,
SOFIDEW BABY SHAMPOO 75GM,,,,,,33051090,18,,97.63,,160,0,,
SOFIRASH CREAM 25GM,,,,,,33049910,18,,54.31,,89,0,,
SOFIRASH CREAM 50GM,,,,,,30040,18,,97.62,,160,0,,
K DOX CAP 10S,,,,,,29309040,12,,92.14,,129,0,,
KLM FX-180 10S,,,,,,3004,12,,83.57,,130,0,,
KLMITE SOAP 75GM,,,,,,3401,18,,60.41,,99,0,,
MELAPIK-HQC 20GM,,,,,,3003,12,,57.54,,89.5,0,,
MELBOOST SOLUTION 5ML,,,,,,29309040,12,,696.43,,975,0,,
OXIDOX CAP 10S,,,,,,3004,12,,83.25,,129.5,0,,
BIO D3 STRONGTAB 12S,,,,,,3001,12,,194.46,,272.25,0,,
CATASPA TAB 10S,,,,,,3001,12,,30.86,,43.2,0,,
CITALEXIA SYP 200ML,,,,,,3003,12,,223.94,,313.5,0,,
"CLOFIRUS TAB 10,S",,,,,,30049099,12,,95.02,,133,0,,
CLOPIN 0.5MG TAB 10'S,,,,,,3004,12,,27.61,,38.64,0,,
DAPAMAC TRIO 1000 MG 15S,,,,,,3001,12,,140,,196,0,,
DELICITA FORTE TAB 10TAB,,,,,,29309040,12,,89.58,,125.04,0,,
DELICITA PLUS 10.S,,,,,,3004,12,,56.19,,78.65,0,,
DILNIP M25 10,,,,,,3001,12,,76.43,,107,0,,
DIOVOL SYP 170ML,,,,,,3004,12,,97.87,,137,0,,
"DITRYP H TAB 10,S",,,,,,3004,12,,35.72,,50,0,,
ENZOFLAM MR 10,,,,,,29309040,12,,132.15,,185,0,,
"FALCOBA CAP 10,S",,,,,,29309040,12,,128.57,,180,0,,
FLUVERMIS 10 MG 10S,,,,,,30049099,12,,38.51,,53.9,0,,
"FOLCOVIT CAP 10,S",,,,,,2936,18,,135.26,,190,0,,
GRISTLE TAB 10'S,,,,,,3004,18,,169.5,,250,0,,
HISAKA 2MG 10S,,,,,,3001,12,,117.86,,165,0,,
KADY TAB 30TAB,,,,,,3004,12,,187.5,,238.7,0,,
"KPGABA SR 75 10,S",,,,,,3001,12,,95.02,,133,0,,
OLAPIL 2.5MG 10S,,,,,,3003,12,,25.93,,36.3,0,,
OLAPIL 5MG 10,,,,,,3003,12,,38.29,,53.6,0,,
PIOKIND-M-15 TAB 10S,,,,,,3001,12,,72.15,,101,0,,
POGOLAX SYP 200ML,,,,,,3004,12,,128.57,,180,0,,
"POLINZER 40MG 10,S",,,,,,30049099,12,,59.29,,83,0,,
POLINZER DSR 10,,,,,,29309040,12,,113.93,,159.5,0,,
PREGABID TRIO 10'S,,,,,,3004,12,,201.07,,281.5,0,,
RENOCEL 4000 1ML,,,,,,29309040,12,,170,,1936,0,,
SOMO L INJECTION 100M,,,,,,3004,12,,197.15,,276,0,,
STEP-UP DROP 15ML,,,,,,3004,12,,48.57,,68,0,,
"THIZA 500MG 3,S",,,,,,29309040,12,,56.53,,79.14,0,,
TYRODIN TAB 10S,,,,,,3001,12,,92.86,,130,0,,
CARMITON SYP(M)*** *200 ML**,,,,,,3004,12,,59.29,,83,0,,
DECOLIC DROP 10ML,,,,,,3004,12,,20.71,,29,0,,
DECOLIC INFANT* DROPS 10ML,,,,,,3004,12,,29.25,,38,0,,
DECOLIC INJ. 2ML,,,,,,3004,12,,17.3,,24.2,0,,
DECOLIC SYP 50ML,,,,,,3004,12,,52.15,,73,0,,
DECOLIC TAB 10S,,,,,,3004,12,,76,,106.4,0,,
DECOLIC-INF DROP 10ML,,,,,,3004,12,,29.25,,38,0,,
EKLOT 250 MG TAB 10 TAB,,,,,,3004,12,,58.01,,80,0,,
EKLOT 500 MG 10 TAB,,,,,,3004,12,,107.14,,150,0,,
K NAT INJ 1AMP,,,,,,3004,12,,23.63,,30.7,0,,
SILODONOL 8D TAS 10S,,,,,,3003,12,,159.84,,525.5,0,,
ALKASHOT CP 450ML,,,,,,3004,12,,235,,329,0,,
C HOP 400 CAPSUL 10,,,,,,3001,12,,446.43,,625,0,,
"C HOP300SR 10,S",,,,,,30042099,12,,451.79,,632.5,0,,
COR 3 TAB 15TAB,,,,,,3004,12,,207.43,,290.4,0,,
"DAPABITE 10MG 10,S",,,,,,3004,12,,193.13,,270.38,0,,
DAPABITE M10/500MG 10TAB,,,,,,3004,12,,112.82,,157.95,0,,
"DISPERZYME CD 10,S",,,,,,29309040,12,,275,,385,0,,
"DYDROHOPE TAB 10,S",,,,,,29309040,12,,423.5,,592.9,0,,
"GB 29 TOTAL 10,S",,,,,,3004,12,,203.89,,285.45,0,,
MYORIL 4 MG. 10 CAP.,,,,,,3004,12,,207.32,,290.24,0,,
"NOSTRA CR 15 10,S",,,,,,3004,12,,93.5,,130.9,0,,
OBIMET GX2 FORTE 10TAB,,,,,,3004,12,,106.33,,148.85,0,,
ROSULESS A CAP 10S,,,,,,3003,12,,68.29,,95.6,0,,
"TRAZER M FORTE 10,S",,,,,,3004,18,,425.22,,640,0,,
DINOGEST TAB 10S,,,,,,29309040,12,,430.57,,602.8,0,,
GLICLAPACK MV 0.3 30S,,,,,,3004,12,,278.57,,390,0,,
GLIMIPACK M 2 10S,,,,,,3004,12,,53.57,,75,0,,
ORMEFEN TAB 10S,,,,,,30049069,12,,115.71,,162,0,,
SALICAL STRONG 15G,,,,,,3004,12,,15.09,,25,0,,
APETOX KID 100ML,,,,,,3004,12,,50,,70,0,,
APETOX PLAIN SYP 200ML,,,,,,3004,12,,76.43,,107,0,,
APETOX SYP 200ML,,,,,,3004,12,,78.57,,110,0,,
K-BEX SUSP 10ML,,,,,,3004,12,,11.88,,15.86,0,,
K-BEX TAB 1'S,,,,,,3004,12,,5.75,,7.66,0,,
KUMAGYL-T TAB 10S,,,,,,3004,12,,27.82,,35,0,,
MELCHOLINE SYP 200ML,,,,,,3004,12,,67.99,,94,0,,
VENTIDIL SYP 100ML,,,,,,3004,12,,37.94,,48.5,0,,
AMIZEP H 10 TAB,,,,,,3004,12,,17.07,,23.9,0,,
EPCON-0.5MG TAB 10,,,,,,3004,12,,25.6,,35.84,0,,
ESCIGRESS CZ 0.5GM 10S,,,,,,3004,12,,92.14,,129,0,,
ESOGRESS-IT 10'S,,,,,,3004,12,,171.43,,240,0,,
LOBACHEK 5 MG 10S,,,,,,3004,12,,43.57,,61,0,,
6 KA DUM OINT 15GM,,,,,,3003,12,,18.75,,137.5,0,,
AZIBACT LR 100 SY 10MK,,,,,,3004,12,,73.96,,103.55,0,,
CLOBETA GM LABORT 10GM,,,,,,3004,12,,6.92,,89.1,0,,
KT 5 DERM 15GM 15GM,,,,,,3004,12,,12.54,,115,0,,
LOCFRESH EYE DROP 10ML,,,,,,3004,12,,85.71,,120,0,,
"PANTODEX TAB 15,S",,,,,,3003,12,,12,,149,0,,
"PANVUE DSR 10,S",,,,,,3004,12,,14.58,,220,0,,
"PAZOLAB DSR 10,S",,,,,,3004,12,,16.5,,140,0,,
RABIUM 40 MG TAB 10S,,,,,,3004,12,,0,,0,0,,
VEDRATAN SHILAJEET MALT 400GM,,,,,,3004,12,,90,,445.85,0,,
VIRAHA RED 100MG 10S,,,,,,3004,12,,25,,380,0,,
SKIN SUNRISE CREAM 20GM 20GM,,,,,,30042099,12,,27.01,,190,0,,
BUTRUPASE INJ 1ML,,,,,,30049099,12,,125.35,,175.5,0,,
"CATCHNIL 10,S",,,,,,3004,12,,192.86,,270,0,,
"DIVALGRESS ER 250MG 10,S",,,,,,3004,12,,58.58,,82,0,,
"DIVALGRESS ER500MG 10,S",,,,,,30049099,12,,108.58,,152,0,,
"FERROMIC PLUS 15,S",,,,,,2936,18,,456.27,,673,0,,
"LAREGAB NT TAB 10,S",,,,,,3004,12,,199.29,,279,0,,
"LAREGAB-AT TAB 10,S",,,,,,3004,12,,176.43,,247,0,,
"METHOSAM 200 10,S",,,,,,3003,12,,336.43,,471,0,,
NUHEHNZ-D TAB 10'S,,,,,,3004,12,,140,,196,0,,
"PALMIGES TAB 15,S",,,,,,2923,18,,370.87,,547,0,,
PANAZEP LS TAB 10S,,,,,,30049099,12,,125.72,,176,0,,
"PD-COL CAPSUL 10,S",,,,,,3004,12,,5,,30,0,,
"SEDOGEST 300MG 10,S",,,,,,3004,12,,324.57,,426,0,,
TERBICIP TAB 7S,,,,,,30049099,12,,306.43,,429,0,,
INTAPEPTINE 60ML 60ML,,,,,,30042099,12,,14.57,,96,0,,
PRAMOIST LOTION 100ML,,,,,,30040,18,,196.61,,290,0,,
DAPAMAC M10/500 10,,,,,,3003,12,,111.23,,155.73,0,,
SPASMOLAR TAB 10S,,,,,,3004,12,,54.68,,66.9,0,,
AUTRIN CAP 30S,,,,,,3004,12,,142.2,,199.08,0,,
DIAMOX TAB 10S,,,,,,30022013,5,,48.59,,63.78,0,,
PACITANE 2MG TAB 10S,,,,,,3004,12,,35.1,,45.6,0,,
AMROX LS JUNIOR 60ML 60ML,,,,,,3001,12,,21.24,,75,0,,
BERTOLI 100ML 100ML,,,,,,3004,5,,178.28,,225,0,,
CLINSOL 15G 15GM,,,,,,30049099,12,,19.21,,85,0,,
ELOSONE 10GM 10GM,,,,,,3004,12,,22.32,,70,0,,
"GEOFER XT PLUS CAP 10,S",,,,,,3004,18,,81.35,,120,0,,
"LANSPRO D 10,S",,,,,,3001,12,,187.14,,262,0,,
LULICLOB LOTION 25ML,,,,,,30049099,12,,32.34,,286,0,,
MIGRAFEN TAB 10S,,,,,,3004,12,,29.95,,120,0,,
MOXIFORD D DRROP 5ML,,,,,,3004,12,,14.12,,90,0,,
OXYPRO INJ 1 ML 1ML,,,,,,3004,12,,3.58,,19.96,0,,
"PREGABANYL NT TAB 10,S",,,,,,3004,12,,28.5,,155,0,,
"RELIKAST LC TAB 10,S",,,,,,3004,12,,21.41,,140,0,,
"URSOLID 150MG 10,S",,,,,,30022013,5,,78,,180,0,,
"URSOLID 300MG 10,S",,,,,,30022013,5,,129,,350,0,,
P N V NEW 10S,,,,,,3004,12,,33.03,,46.25,0,,
CHROMOSTAT INJ. 2ML,,,,,,3004,12,,7.5,,10.5,0,,
LULIACT CREAM 10GM,,,,,,3004,12,,28.28,,150,0,,
MOXIZEN EYE DROPS 10ML,,,,,,3004,12,,39.28,,55,0,,
POLYBION LC SYP 150ML,,,,,,3004,12,,98.73,,138.05,0,,
PYRIGESIC 120 SYP 60ML,,,,,,3004,12,,28.34,,39.65,0,,
"ETORIFLEX MR 8MG 10,S",,,,,,3004,12,,179.29,,251,0,,
FEDMOL JR TAB 10S,,,,,,3003,12,,13.75,,19.7,0,,
"GABAGESIC 100MG 10,S",,,,,,3004,12,,49.29,,69,0,,
GABAGESIC M TAB 10S,,,,,,3003,12,,220.5,,308.7,0,,
GABAGESIC NT 400,,,,,,3004,12,,186.43,,261,0,,
GABAGESIC PLUS TAB 10 T,,,,,,3004,12,,117.71,,164.8,0,,
IGNICAR SYP 200ML,,,,,,3005,18,,664.41,,980,0,,
"IGNICAR TAB 10,S",,,,,,2936,18,,335.59,,495,0,,
MARIBION POWDER 200G,,,,,,2936,18,,254.25,,375,0,,
PALMIDA TAB 10TAB,,,,,,2936,18,,233.9,,345,0,,
PAN MPS O SYP 200ML,,,,,,3003,12,,120.73,,169,0,,
PROTEK SHAMPO 100ML,,,,,,30042099,12,,183.57,,257,0,,
RE XITE PLUS CAP 10,,,,,,3001,12,,197.86,,277,0,,
REXITE D3 TAB 10,,,,,,29309040,12,,112.14,,157,0,,
REXITE D3 TAB 10TAB,,,,,,29309040,12,,112.14,,157,0,,
"REXITE PLUS 10,S",,,,,,3003,12,,207.15,,290,0,,
GYNAE C.V.P. CAP 10S,,,,,,3004,12,,23.57,,33,0,,
NEOTOMIC ENEMA 20 ML,,,,,,3004,12,,39.64,,55.5,0,,
"VOGLOYD 3D FORTE 10,S",,,,,,29309040,12,,217.58,,304.6,0,,
CLOP 30 CAREAM 30GM,,,,,,3004,12,,75.86,,106.2,0,,
CLOP GM OINT 15GM,,,,,,3004,12,,82.98,,116.15,0,,
FUSYS 150 TAB 1S,,,,,,3004,12,,58.89,,82.25,0,,
FUSYS DT 4TAB,,,,,,30049099,12,,30.97,,43.36,0,,
LIVAFIN 10GM 10GM,,,,,,30049099,12,,154.79,,216.7,0,,
NASOCLEAR DROP 15ML,,,,,,3004,12,,41.8,,58.5,0,,
ZIPCET TAB 10 TAB,,,,,,3004,12,,15.71,,22,0,,
L CIN SYP 60 ML,,,,,,33049029,12,,82.43,,115.4,0,,
"AB FLO N 10,S",,,,,,3004,12,,174.18,,243.85,0,,
AB FLO SR TAB 10S,,,,,,3004,12,,212.14,,297,0,,
AB-FLO CAP 10S,,,,,,3004,12,,133.03,,186.25,0,,
AB-FLO-(N) TAB 10S,,,,,,3004,12,,174.18,,243.85,0,,
ABS COTTON 25GM 25G,,,,,,30049099,12,,72.37,,320,0,,
ACEMIZ PLUS60ML 60ML,,,,,,30049099,12,,14.5,,79.6,0,,
ALTAX-O200MG 10TAB,,,,,,3004,12,,0,,0,0,,
APTIVATE SY 450 450ML,,,,,,3004,12,,260,,363,0,,
APTIVATE SYP. 200 ML,,,,,,3004,12,,110.02,,154,0,,
ARNIPIN 100 10S,,,,,,3004,12,,273.57,,383.9,0,,
ARZU 10 10,,,,,,29309040,12,,136.25,,190.75,0,,
B TEX 1PIS,,,,,,29309040,12,,18.33,,30,0,,
BASUGINE CATRIDGE 3ML,,,,,,30022013,5,,488.23,,640.8,0,,
BD-PEN-NEEDL 5PIS,,,,,,30049099,12,,71.96,,103,0,,
BEIPOS EYE DROPS 5 ML,,,,,,3003,12,,198.61,,278.05,0,,
"BENZ PEARLS 10,S",,,,,,3004,12,,63.29,,88.6,0,,
BILAGRA M TAB 10'S,,,,,,3004,12,,149.97,,209.95,0,,
BIOCETAMOL 650MG 15TAB,,,,,,29309040,12,,8,,33.6,0,,
"BODYFIT CAP 10,S",,,,,,3005,18,,8.09,,120,0,,
BUDAMATE 100 INH 1 PACK,,,,,,3004,12,,162.96,,228.14,0,,
BUDAMATE 200 CAP 30 CAP,,,,,,3004,12,,137.26,,192.15,0,,
BUDAMATE 200 INH 1 PACK,,,,,,3004,12,,281.37,,393.95,0,,
BUDAMATE-400 ROTACAP,,,,,,3004,12,,166.79,,233.5,0,,
BUDAMET 400 TRANSHALER 120MD,,,,,,3004,12,,166.79,,233.5,0,,
BUDAMET FORTE R/C 30S,,,,,,3004,12,,185.5,,241,0,,
"CARVISTAR CR 10 10,S",,,,,,30042099,12,,87.07,,121.9,0,,
CETIL 1.5 G INJE 1 VIAL,,,,,,3004,12,,95.63,,363.75,0,,
CETIL 250 6S,,,,,,3004,12,,329.85,,461.79,0,,
CETIL 750MG 1VIAL,,,,,,30049099,12,,48.75,,202.05,0,,
CETIL SYP 30ML,,,,,,3004,12,,199.29,,279,0,,
CETIL-500 10'S,,,,,,3004,12,,411.59,,576,0,,
CITIZ TAB 10TAB,,,,,,29309040,12,,1.46,,18.8,0,,
"CIZASPA SR TAB 10,S",,,,,,30049099,12,,135.82,,190.15,0,,
"CIZASPA-X TAB 10,S",,,,,,3004,12,,151.54,,212.15,0,,
CLOPITAB A 150 10 CAP,,,,,,3004,12,,49.46,,69.25,0,,
CLOPITAB A 75 CAP 10S,,,,,,3004,12,,95.25,,133.55,0,,
CLOPITAB CV 10 10S,,,,,,3004,12,,190.36,,266.5,0,,
"CLOPITAB CV 20MG 15,S",,,,,,3004,12,,401.68,,562.35,0,,
"CLOPITAB CV GOLD 20MG 10,S",,,,,,30049099,12,,78.39,,109.75,0,,
"CLOPITAB CV GOLD 40 10,S",,,,,,29309040,12,,113.93,,159,0,,
CLOPITAB TAB 10S,,,,,,3004,12,,79.86,,111.8,0,,
"CORCIUM D3 15,S",,,,,,3004,18,,235.53,,348,0,,
"CORCIUM FIT 15TAB 15,S",,,,,,30040,18,,235.93,,348,0,,
CORCIUM K2 TAB 10S,,,,,,3004,18,,212.54,,313.5,0,,
CZ 3 TAB 10S,,,,,,3004,12,,12.32,,17.25,0,,
DEFCORT24GM 6S,,,,,,29309040,12,,205.86,,288.2,0,,
DEFNALONE-6MG 10S,,,,,,3004,12,,76.07,,106.5,0,,
"DESKAST TAB 10,S",,,,,,30049099,12,,167.14,,234,0,,
DOXCEF 200 MG 6 TAB,,,,,,3004,12,,132.42,,185.4,0,,
DOXCEF CV 200 10S,,,,,,3004,12,,276.97,,387.76,0,,
DOXCEF CV SUS 30ML,,,,,,3003,12,,112.36,,157.3,0,,
DOXCEF SYP 100 30 ML,,,,,,3004,12,,102.86,,144,0,,
DOXCEF SYP 50 30ML,,,,,,3004,12,,53.57,,75,0,,
DOXIFLO 650 TAB 10S,,,,,,3004,12,,82.5,,115.5,0,,
DUOMATE TRANSCAP 30S,,,,,,3004,12,,107.57,,150.6,0,,
ENOXARIN 60 60MG,,,,,,30022013,5,,537.46,,705.41,0,,
ESIFLO 250 CAP 30 CAP,,,,,,3004,12,,218.57,,306,0,,
ESIFLO 250 INH 1 PACK,,,,,,3004,12,,397.11,,555.95,0,,
"ESTROEASE TAB 10,S",,,,,,2936,18,,401.22,,591.8,0,,
ESTUCHOL 300 10S,,,,,,3004,5,,180.95,,237.5,0,,
"EXPELL FORTE 600 6,S",,,,,,3004,12,,51.88,,79.86,0,,
FAA 20 10S,,,,,,3004,12,,217.36,,304.3,0,,
"FERINOVA XT 10,S",,,,,,3001,12,,27.02,,182.5,0,,
FIBRIL POW. 100GM,,,,,,3004,12,,58.29,,76.5,0,,
FLUTIFLO FT NASAL SPRAY 6GM,,,,,,3004,12,,226.43,,317,0,,
FOLEY BALLON 18 18,,,,,,29309040,12,,25.06,,190,0,,
FOLEY BALLOON-14 14 NO,,,,,,3001,12,,25.14,,190,0,,
FORMOFLO 250 R/C 30S,,,,,,3004,12,,208.57,,292,0,,
FORMOFLO 250MG TRANSHALAR 1*7.2,,,,,,3004,12,,427.61,,598.65,0,,
FORMOFLO FORTE TRANSCAP 30S,,,,,,3004,12,,0,,388.7,0,,
FRUSELAC TAB 10S,,,,,,3004,12,,33.33,,46.65,0,,
"FUNGEEHEAL SB130 10,S",,,,,,3004,12,,196.43,,275,0,,
"FUNGEEHEAL SB65 10,S",,,,,,3004,12,,110,,154,0,,
FUNGEEHEAL-100MG TAB 7S,,,,,,3004,12,,91.43,,128,0,,
GAUZE THAN 1 PC,,,,,,33049029,12,,74.65,,250,0,,
GLADOR 1 MG 10 TAB,,,,,,3004,12,,25.7,,35.98,0,,
GLADOR M 1FORTE 10TAB,,,,,,3004,12,,139.86,,195.8,0,,
GLADOR-2MG 10S,,,,,,3004,12,,0,,57.88,0,,
GLANDINER OIL 50 ML,,,,,,33049029,12,,102.13,,188,0,,
GLUCONORM G 2 FORTE 10S,,,,,,3004,12,,178.43,,274.75,0,,
GLUCONORM G1 15,,,,,,29309040,12,,160.93,,225.3,0,,
GLUCONORM PG 1 FORTE 10S,,,,,,3004,12,,109.29,,153,0,,
GLUCONORM PG-1 10S,,,,,,3004,12,,175.33,,245.45,0,,
GLUCONORM PG-2 10,,,,,,3004,12,,275.32,,385.45,0,,
GLUCONORM PG2 FORTE 15S,,,,,,3004,12,,156.54,,219.15,0,,
GLUCONORM SR 1GM 10S,,,,,,3004,12,,24.21,,33.9,0,,
GLUCONORM SR500 10S,,,,,,3004,12,,24.22,,33.9,0,,
GLUCONORM ZXRFORTE60 10TAB,,,,,,3003,12,,82.54,,115.55,0,,
GLUCONORM-G 1 FORTE TAB 10S,,,,,,3004,12,,167.86,,235,0,,
GLUCONORM-G 3 FORTE 10S,,,,,,3004,12,,194.61,,272.45,0,,
GLUCONORM-G 4 FORTE TAB 1*10S,,,,,,3004,12,,195.83,,274.15,0,,
GLUCONORM-G1 TAB 10S,,,,,,3004,12,,160.93,,225.3,0,,
GLUCONORM-G2 TAB 10S,,,,,,3004,12,,226.57,,317.2,0,,
GLUCONORM-P15 TAB 10S,,,,,,3004,12,,105.68,,147.95,0,,
GLUCONORM-VG-2 10-S,,,,,,3004,12,,115.43,,151.5,0,,
GLUCONORM-VG1 10S,,,,,,3004,12,,124.29,,174,0,,
GLUFORMIN XL 500MG 15S,,,,,,29309040,12,,25.32,,35.45,0,,
HEADSET TAB,,,,,,3004,12,,99.57,,139.4,0,,
HEPP FORTE 300ML SYP 300ML,,,,,,3004,12,,70,,227.35,0,,
ISONORM 30SR 10S,,,,,,3004,12,,29.63,,38.5,0,,
"ITRACHEM 200MG 10,S",,,,,,3004,12,,52.95,,247.74,0,,
IVABRAD 5MG 10S,,,,,,3004,12,,321.36,,449.92,0,,
"KHUSHI 21 21,S",,,,,,3004,0,,20,,35,0,,
L CIN SYP 60ML,,,,,,3004,12,,90.64,,126.9,0,,
"L HIST TAB 15,S",,,,,,3004,12,,8.1,,88,0,,
L-CIN I/V 100ML,,,,,,3004,12,,102.11,,142.95,0,,
L-CIN 500 TAB 5S,,,,,,3004,12,,71.93,,100.69,0,,
L-CIN 750 10S,,,,,,3004,12,,78.97,,110.56,0,,
